ITEM_NAME,SKU,CUR_PRICE,MIN_UPBID,MINUTES_LEFT,START_DATE,END_DATE,NUM_BIDS,HIGHEST_BIDR,ITEM_TYPE,LIST_DAY,LIST_MONTH,MINUTES_SINCE,DAYS_SINCE,DATE_OBS,ID
(6) 053335 Color Dye Ink Cartridge,226605B,2.75,4.5,3,2021-01-23,2021-01-30,3,Dr.Voltaic,Technology,Saturday,January,10077,0,2021-01-30,488
13GB Apple iPhone 5 Smartphone Black (Carrier Chatr),226077B,37.75,39.5,24,2021-01-23,2021-01-30,13,DanielLily2019,Technology,Saturday,January,10056,0,2021-01-30,485
55 Samsung UN55D6050TF Series 6 6050 LED Smart TV (New),227001B,403.5,405.25,7,2021-01-23,2021-01-30,45,Ironhammer,Technology,Saturday,January,10073,0,2021-01-30,491
Apple A1243 Wired KeyboardLogitech Dongle Receiver,226566B,26.5,28.25,8,2021-01-23,2021-01-30,13,Aktsam,Technology,Saturday,January,10072,0,2021-01-30,486
Apple Airpods A1602 Charging Case,225561B,21.75,23.5,5,2021-01-23,2021-01-30,10,on2020,Technology,Saturday,January,10075,0,2021-01-30,483
Becharming Q88 25000mAh Power Bank ,226870B,25.0,26.75,42,2021-01-23,2021-01-30,13,MSgee,Technology,Saturday,January,10038,0,2021-01-30,490
Blue Hive Wired Smartphone Selfie Stick,227353B,6.99,8.74,16,2021-01-23,2021-01-30,3,RAYMORAND,Technology,Saturday,January,10064,0,2021-01-30,493
Canon EOS Rebel T6 Digital SLR Camera with Zoom Lens EF-S 18-55mm,224551B,302.75,304.5,18,2021-01-23,2021-01-30,44,AuctionNoob2018,Technology,Saturday,January,10062,0,2021-01-30,480
Comica Multi-Function Smartphone Kit,228080B,50.0,51.75,24,2021-01-23,2021-01-30,24,NewFoundLand,Technology,Saturday,January,10056,0,2021-01-30,495
Dell Lattitude E7450 PC Laptop (Needs Repair/Service),228275B,128.76,130.51,1,2021-01-23,2021-01-30,24,Evident12,Technology,Saturday,January,10079,0,2021-01-30,497
EVGA 500WPC Power Supply And Roswell Raid controller.,225659B,10.25,12.0,18,2021-01-23,2021-01-30,7,pa57,Technology,Saturday,January,10062,0,2021-01-30,484
HeadrushBluetooth Wireless Headphones,224939B,16.75,18.5,6,2021-01-23,2021-01-30,10,on2020,Technology,Saturday,January,10074,0,2021-01-30,482
Hipstreet iPad Case with Bluetooth Keyboard,227749B,15.0,16.75,8,2021-01-23,2021-01-30,9,AJL91,Technology,Saturday,January,10072,0,2021-01-30,494
KSP Metalla Digital Kitchen Scale,227350B,17.25,19.0,9,2021-01-23,2021-01-30,11,DSLMTL6380,Technology,Saturday,January,10071,0,2021-01-30,492
Lot of Assorted RCA CablesXBOX Adapter Cable,226620B,2.74,4.49,40,2021-01-23,2021-01-30,3,aktupim,Technology,Saturday,January,10040,0,2021-01-30,489
"PowerAdd 20,000 mAh Power Bank.",224843B,6.76,8.51,21,2021-01-23,2021-01-30,5,broncan,Technology,Saturday,January,10059,0,2021-01-30,481
Property Bag Assorted Fashion Jewelry/Items,223429F,7.04,8.79,13,2021-01-23,2021-01-30,4,RAYMORAND,Jewelry,Saturday,January,10067,0,2021-01-30,479
Xbox Video Game System,226587B,20.0,21.75,21,2021-01-23,2021-01-30,8,IanC,Technology,Saturday,January,10059,0,2021-01-30,487
60GB Apple iPhone 5 Smartphone Black (Carrier Unknown) ,226076B,29.25,31.0,13,2021-01-24,2021-01-31,14,suleman.12345,Technology,Sunday,January,10067,0,2021-01-31,499
Property Bag Assorted Fashion Jewelry/Items,219151F,10.0,11.75,23,2021-01-24,2021-01-31,8,tonypasceri@gmail.com,Jewelry,Sunday,January,10057,0,2021-01-31,498
(1) Brother DR-520 Drum Unit(1) Brother TN-580 Toner Cartridge ,226560B,8.3,10.05,20,2021-01-25,2021-02-01,5,broncan,Technology,Monday,January,10060,0,2021-02-01,519
10K Yellow Gold Hoop Earrings,223311F,77.75,79.5,11,2021-01-25,2021-02-01,33,Lovely,Jewelry,Monday,January,10069,0,2021-02-01,510
10K Yellow Gold Ring with Synthetic Sapphire Gemstone,223320F,71.75,73.5,14,2021-01-25,2021-02-01,22,IFish,Jewelry,Monday,January,10066,0,2021-02-01,511
16GB Apple iPhone 5s Smartphone Silver (Carrier Unknown) ,226074B,17.5,19.25,8,2021-01-25,2021-02-01,17,kadin991,Technology,Monday,January,10072,0,2021-02-01,518
19 Samsung SyncMaster 932BF LCD Computer Monitor,226597B,26.75,28.5,2,2021-01-25,2021-02-01,10,krampey,Technology,Monday,January,10078,0,2021-02-01,520
500GB Sony PlayStation 3 CECH-4001C Gaming System (New) ,227004B,101.1,102.85,11,2021-01-25,2021-02-01,45,Gravedigger,Technology,Monday,January,10069,0,2021-02-01,521
8.25 925 Silver Figaro Chain Bracelet,219110F,39.75,41.5,12,2021-01-25,2021-02-01,12,alexamelie,Jewelry,Monday,January,10068,0,2021-02-01,505
925 Silver Necklace w/ Genuine EmeraldCZ Pendant,219773F,106.75,108.5,1,2021-01-25,2021-02-01,50,Davidm32,Jewelry,Monday,January,10079,0,2021-02-01,506
925 SilverAmethyst Tennis Bracelet,220661F,186.8,188.55,14,2021-01-25,2021-02-01,49,ittybutt,Jewelry,Monday,January,10066,0,2021-02-01,507
Apple MacBook Pro: For Parts,227504B,69.75,71.5,11,2021-01-25,2021-02-01,32,vindent,Technology,Monday,January,10069,0,2021-02-01,523
Camera Gear Bag,225804B,6.75,8.5,18,2021-01-25,2021-02-01,5,Jediknight,Technology,Monday,January,10062,0,2021-02-01,517
Emporio Armani AR-11043 Chronograph Quartz Watch,221922F,111.75,113.5,3,2021-01-25,2021-02-01,36,nmiller,Jewelry,Monday,January,10077,0,2021-02-01,509
Fuse NYX On-Ear Bluetooth Wireless Headphones,225312B,26.75,28.5,3,2021-01-25,2021-02-01,14,kamuda,Technology,Monday,January,10077,0,2021-02-01,516
Gold Leaf Replica Non Monetary 100 Canadian Dollar Bank Note,126143C,10.5,12.25,24,2021-01-25,2021-02-01,7,Saiid88,Antique,Monday,January,10056,0,2021-02-01,500
Ladies Luxury Quartz Wrist Watch with CZ Stones,217270F,43.63,45.38,8,2021-01-25,2021-02-01,14,RockHunter70,Jewelry,Monday,January,10072,0,2021-02-01,503
Lot of (4) Assorted Nintendo DS Game Cartridges,225245B,34.31,36.06,1,2021-01-25,2021-02-01,23,NIJE-_-TVOJE-_-,Technology,Monday,January,10079,0,2021-02-01,515
MonoPod Selfie StickBluetooth Remote Shutter (New),214541B,5.29,7.04,22,2021-01-25,2021-02-01,3,rohanharipal,Technology,Monday,January,10058,0,2021-02-01,502
Osirock Polo Quartz Wrist Watch,224385F,31.75,33.5,14,2021-01-25,2021-02-01,16,McCormack89,Jewelry,Monday,January,10066,0,2021-02-01,513
Property Bag Assorted Fashion Jewelry/Items,217303F,36.75,38.5,14,2021-01-25,2021-02-01,19,OhDarnit,Jewelry,Monday,January,10066,0,2021-02-01,504
Royal Sovereign RBC-1200-CA Electric Money Counter,227009B,28.26,30.01,8,2021-01-25,2021-02-01,19,Canard03,Technology,Monday,January,10072,0,2021-02-01,522
Samsung USB Type-C Fast Charge 15W Travel Adapter,221819B,13.75,15.5,18,2021-01-25,2021-02-01,10,McCormack89,Technology,Monday,January,10062,0,2021-02-01,508
"Seagate 1.5TB Expansion Portable Drive, For PC (New)",223936B,68.5,70.25,15,2021-01-25,2021-02-01,21,Jediknight,Technology,Monday,January,10065,0,2021-02-01,512
WWII Era Canadian Voluntary Service Medal,213042F,21.75,23.5,10,2021-01-25,2021-02-01,12,SergeySP,Jewelry,Monday,January,10070,0,2021-02-01,501
ZTE K83CA 8 16GB Android Tablet,225149B,26.75,28.5,13,2021-01-25,2021-02-01,11,hsairally,Technology,Monday,January,10067,0,2021-02-01,514
10K Yellow Gold Diamond and Blue Sapphire Pendant,206070F,207.75,209.5,8,2021-01-26,2021-02-02,23,Kifla,Jewelry,Tuesday,January,10072,0,2021-02-02,524
10K Yellow Gold Ring: DiamondsSapphires ,212262F,451.75,453.5,14,2021-01-26,2021-02-02,63,jawadnasiri,Jewelry,Tuesday,January,10066,0,2021-02-02,525
13GB Apple iPhone 5 Smartphone Silver (Carrier Unknown),226073B,21.75,23.5,21,2021-01-26,2021-02-02,9,McCormack89,Technology,Tuesday,January,10059,0,2021-02-02,530
16 18K Yellow Gold Curb Link Chain,223350F,911.87,913.62,22,2021-01-26,2021-02-02,59,Autoevotech,Jewelry,Tuesday,January,10058,0,2021-02-02,528
22-inch RCA RLC2253 LCD TV ,218561B,23.74,25.49,19,2021-01-26,2021-02-02,13,aqmcjb3,Technology,Tuesday,January,10061,0,2021-02-02,526
6mm Cubic Zirconia Fashion Band Ring,223490F,4.75,6.5,11,2021-01-26,2021-02-02,4,tonypasceri@gmail.com,Jewelry,Tuesday,January,10069,0,2021-02-02,529
Amazon Basics Photo Tripod Light Stand with Carry Bag,226838B,12.51,14.26,23,2021-01-26,2021-02-02,9,2spark1,Technology,Tuesday,January,10057,0,2021-02-02,532
Ladies Fashion Wrist Watch,218862F,2.74,4.49,19,2021-01-26,2021-02-02,2,IFish,Jewelry,Tuesday,January,10061,0,2021-02-02,527
RC Quadcopter Drone with Camera,227392B,23.75,25.5,13,2021-01-26,2021-02-02,13,McCormack89,Technology,Tuesday,January,10067,0,2021-02-02,533
Samsung SyncMaster 720N 17 LCD Computer Monitor,226579B,11.75,13.5,6,2021-01-26,2021-02-02,8,krampey,Technology,Tuesday,January,10074,0,2021-02-02,531
10K Yellow Gold Peridot Drop Earrings,214084F,148.75,150.5,26,2021-01-27,2021-02-03,32,Toplesssky,Jewelry,Wednesday,January,10054,0,2021-02-03,534
10K Yellow GoldDiamond Ring Band,219714F,201.75,203.5,3,2021-01-27,2021-02-03,21,jawadnasiri,Jewelry,Wednesday,January,10077,0,2021-02-03,535
10KT Yellow Gold Natural Bloodstone Solitaire Ring,223374F,341.0,342.75,18,2021-01-27,2021-02-03,56,jawadnasiri,Jewelry,Wednesday,January,10062,0,2021-02-03,536
5GB Apple iPhone 5c Smartphone White (Carrier Bell) ,226072B,34.5,36.25,14,2021-01-27,2021-02-03,23,kadin991,Technology,Wednesday,January,10066,0,2021-02-03,540
Apple A1243 Wired KeyboardLogitech Dongle Receiver,226567B,21.75,23.5,11,2021-01-27,2021-02-03,8,Oveone,Technology,Wednesday,January,10069,0,2021-02-03,541
Bulova Quartz Leather Strap Wrist Watch ,223927F,45.3,47.05,8,2021-01-27,2021-02-03,21,on2020,Jewelry,Wednesday,January,10072,0,2021-02-03,538
Fintie Wireless KeyboardIncase 13 Laptop Sleeve,228036B,16.75,18.5,13,2021-01-27,2021-02-03,7,DSLMTL6380,Technology,Wednesday,January,10067,0,2021-02-03,543
Fujifilm Instax Mini Link Smartphone Photo Printer,228345B,66.75,68.5,26,2021-01-27,2021-02-03,27,Meridos,Technology,Wednesday,January,10054,0,2021-02-03,545
Garmin Portable Friction MountAC Adapter Cable,228105B,30.75,32.5,0,2021-01-27,2021-02-03,19,StewGe,Technology,Wednesday,January,10080,0,2021-02-03,544
Guess Waterpro Steel Wrist Watch,223931F,31.75,33.5,9,2021-01-27,2021-02-03,12,jenta,Jewelry,Wednesday,January,10071,0,2021-02-03,539
Ladies Silver-Tone Double Row Crystal Fashion Ring,223443F,3.0,4.75,12,2021-01-27,2021-02-03,3,sweetheartofmtl,Jewelry,Wednesday,January,10068,0,2021-02-03,537
Roku Ultra Streaming Media Player,227958B,91.75,93.5,15,2021-01-27,2021-02-03,38,Jediknight,Technology,Wednesday,January,10065,0,2021-02-03,542
14K YellowWhite Gold DiamondPearl Ring,223481F,901.75,903.5,5,2021-01-28,2021-02-04,80,kuey,Jewelry,Thursday,January,10075,0,2021-02-04,546
8 925 SilverBlue Topaz Tennis Bracelet,223974F,240.05,241.8,12,2021-01-28,2021-02-04,17,Toplesssky,Jewelry,Thursday,January,10068,0,2021-02-04,549
Apple MacBook Pro: 13-Inch 2016 (A1708),227502B,781.75,783.5,11,2021-01-28,2021-02-04,83,mediacollections,Technology,Thursday,January,10069,0,2021-02-04,551
Casio G-Shock AnalogDigital Wrist Watch,223488F,61.75,63.5,18,2021-01-28,2021-02-04,11,Akshit,Jewelry,Thursday,January,10062,0,2021-02-04,547
Ladies 10-14KT Yellow Gold Freshwater Pearl Necklace,223495F,190.0,191.75,1,2021-01-28,2021-02-04,41,ChristianGM,Jewelry,Thursday,January,10079,0,2021-02-04,548
Mens Cardinal Scuba Master Divers Wrist Watch,224379F,26.75,28.5,2,2021-01-28,2021-02-04,17,RAYMORAND,Jewelry,Thursday,January,10078,0,2021-02-04,550
(6) 38 Hp Ink Cartridge/ and more,226607B,0.99,2.74,5,2021-01-29,2021-02-05,1,suleman.12345,Technology,Friday,January,10075,0,2021-02-05,556
925 Silver Aquamarine and Cubic Zirconia Ring,206695F,66.83,68.58,2,2021-01-29,2021-02-05,24,Bubbles5726,Jewelry,Friday,January,10078,0,2021-02-05,552
ART USB Mix 3-Channel Mixer and Audio Interface,228350B,50.0,51.75,0,2021-01-29,2021-02-05,21,roryharder,Technology,Friday,January,10080,0,2021-02-05,561
Breitling Chronomat Wrist Watch,227037F,876.75,878.5,7335,2021-01-29,2021-02-05,28,AuctionNoob2018,Jewelry,Friday,January,2745,5,2021-01-31,557
Helix 5000mAh Dual Port Power Bank,228380B,8.75,10.5,2,2021-01-29,2021-02-05,7,Userj,Technology,Friday,January,10078,0,2021-02-05,563
Innovage Products Jumbo Universal Remote,228381B,5.09,6.84,15,2021-01-29,2021-02-05,5,RAYMORAND,Technology,Friday,January,10065,0,2021-02-05,564
Lot of Assorted Electronics: Electric Stapler/Keyboard/Printer Cable,226586B,11.0,12.75,27,2021-01-29,2021-02-05,5,Sinman25,Technology,Friday,January,10053,0,2021-02-05,555
Mx Onda Quartz Wrist Watch,222735F,13.74,15.49,20,2021-01-29,2021-02-05,6,Dic-Wolf,Jewelry,Friday,January,10060,0,2021-02-05,553
Propel PL-1530R Tilt Hybrid Stunt Drone with Camera,228357B,41.75,43.5,24,2021-01-29,2021-02-05,16,jaws1000,Technology,Friday,January,10056,0,2021-02-05,562
Sony BDP-S6700 Blu-ray Disc/DVD Player,227957B,45.0,46.75,17,2021-01-29,2021-02-05,18,Userj,Technology,Friday,January,10063,0,2021-02-05,558
Sunbeam Clock Radio with Daily Alarm Reset,228347B,11.75,13.5,13,2021-01-29,2021-02-05,5,Gasman,Technology,Friday,January,10067,0,2021-02-05,560
Vintage Ricoh 35 SLR Camera with AccessoriesCamera Bag,227959B,75.0,76.75,42,2021-01-29,2021-02-05,19,SpotSpotSpot,Technology,Friday,January,10038,0,2021-02-05,559
Womens Tag Heuer Professional Wrist Watch,224391F,411.75,413.5,1,2021-01-29,2021-02-05,41,Sptf512,Jewelry,Friday,January,10079,0,2021-02-05,554
Harley-Davidson Skull KeychainSugar Skull Ride Bell,225901F,24.05,25.8,21,2021-01-30,2021-02-06,14,ARBIT,Jewelry,Saturday,January,10059,0,2021-02-06,565
8 14K Yellow Gold Figaro Link 17 Gram Bracelet,223489F,772.25,774.0,21,2021-01-31,2021-02-07,36,kuey,Jewelry,Sunday,January,10059,0,2021-02-07,566
Apple MacBook Pro A1278 13.3 Core i5 Laptop,227744B,461.75,463.5,20,2021-01-31,2021-02-07,16,Nicolodean,Technology,Sunday,January,10060,0,2021-02-07,567
(9) Epson Assorted Photo Ink Printer Cartridges (New),226608B,3.75,5.5,0,2021-02-01,2021-02-08,3,makingartwork,Technology,Monday,February,10080,0,2021-02-08,578
10000mAh Power Bank ,225531B,7.5,9.25,20,2021-02-01,2021-02-08,5,IvoIvo,Technology,Monday,February,10060,0,2021-02-08,574
20+ J52A 20000mAh Power Bank,225198B,14.35,16.1,2,2021-02-01,2021-02-08,10,RAYMORAND,Technology,Monday,February,10078,0,2021-02-08,570
8 Aquamarine Tennis Bracelet in 925 Silver,219788F,307.75,309.5,11,2021-02-01,2021-02-08,36,MissyD,Jewelry,Monday,February,10069,0,2021-02-08,568
Apple Airpods A1602 Charging Case,225203B,23.5,25.25,26,2021-02-01,2021-02-08,14,Kathirkk,Technology,Monday,February,10054,0,2021-02-08,571
Apple Airpods A1602Charging Case with Protective Case,225204B,21.76,23.51,8,2021-02-01,2021-02-08,12,on2020,Technology,Monday,February,10072,0,2021-02-08,572
Epson T5808 Black Ink CartridgesJVC Pack of 50 DVD-R Discs,226610B,2.75,4.5,21,2021-02-01,2021-02-08,3,makingartwork,Technology,Monday,February,10059,0,2021-02-08,580
Lot of (3) Assorted Epson Ink Cartridges,226609B,0.99,2.74,29,2021-02-01,2021-02-08,1,makingartwork,Technology,Monday,February,10051,0,2021-02-08,579
Lot of Assorted Accessories: AC DC Adapters/Docking Station/More,222835B,61.75,63.5,18,2021-02-01,2021-02-08,23,broncan,Technology,Monday,February,10062,0,2021-02-08,569
Lot of Assorted Computer Parts and Accessories,226569B,4.75,6.5,24,2021-02-01,2021-02-08,5,coppertopowl,Technology,Monday,February,10056,0,2021-02-08,577
Mi PLM06ZM 20000mAh Power Bank ,225529B,18.5,20.25,14,2021-02-01,2021-02-08,13,emie123,Technology,Monday,February,10066,0,2021-02-08,573
Photo Backdrop Tripod Stand with Mount Dog Carry Bag,227376B,27.75,29.5,8,2021-02-01,2021-02-08,14,IanC,Technology,Monday,February,10072,0,2021-02-08,581
Q-See QSM2018W Night Vision Outdoor Security Camera,227393B,8.35,10.1,17,2021-02-01,2021-02-08,6,lafftar,Technology,Monday,February,10063,0,2021-02-08,582
Sony WI-C310 Wireless Stereo Headset (New),228379B,38.51,40.26,6,2021-02-01,2021-02-08,14,Bigb1123,Technology,Monday,February,10074,0,2021-02-08,583
Sparkfun Electronic DIY Inventors KitMicrosoft Windows 7 Software,225660B,10.75,12.5,53,2021-02-01,2021-02-08,7,jeff411cycle,Technology,Monday,February,10027,0,2021-02-08,575
iCAN 500GB External Hard Drive,225774B,11.85,13.6,15,2021-02-01,2021-02-08,6,PizzaPartyHouse,Technology,Monday,February,10065,0,2021-02-08,576
10K White Gold Diamond Cluster Ring ,214109F,643.75,645.5,13,2021-02-02,2021-02-09,57,kadin991,Jewelry,Tuesday,February,10067,0,2021-02-09,584
10K White Gold Puffed Heart Necklace ,219851F,161.75,163.5,3,2021-02-02,2021-02-09,51,Z25,Jewelry,Tuesday,February,10077,0,2021-02-09,586
10K Yellow Gold Heart Ring Band,227557F,56.75,58.5,3,2021-02-02,2021-02-09,28,Annie3,Jewelry,Tuesday,February,10077,0,2021-02-09,603
10K Yellow Gold Hoop Earrings,227553F,70.75,72.5,2,2021-02-02,2021-02-09,30,felrushark,Jewelry,Tuesday,February,10078,0,2021-02-09,600
13 Apple MacBook Air: Intel i5,228718B,381.75,383.5,5,2021-02-02,2021-02-09,47,lewanaay,Technology,Tuesday,February,10075,0,2021-02-09,607
16 10K Yellow Gold Butterfly Necklace,227554F,61.75,63.5,17,2021-02-02,2021-02-09,17,alexamelie,Jewelry,Tuesday,February,10063,0,2021-02-09,601
20 Gold-Tone Herringbone Chain Necklace,223321F,24.75,26.5,7,2021-02-02,2021-02-09,15,lafftar,Jewelry,Tuesday,February,10073,0,2021-02-09,589
22 10K Yellow Gold Cuban Link Chain,223467F,161.75,163.5,2,2021-02-02,2021-02-09,27,palin@bell.net,Jewelry,Tuesday,February,10078,0,2021-02-09,591
22 10K Yellow Gold Curb Link Chain,219865F,426.75,428.5,1,2021-02-02,2021-02-09,103,Dominican77,Jewelry,Tuesday,February,10079,0,2021-02-09,587
8 Gold-Tone Anchor Chain Fashion Bracelet,228333F,15.75,17.5,10,2021-02-02,2021-02-09,5,lafftar,Jewelry,Tuesday,February,10070,0,2021-02-09,606
925 Silver AmethystDiamond Ring,223441F,101.75,103.5,22,2021-02-02,2021-02-09,45,thefabattic,Jewelry,Tuesday,February,10058,0,2021-02-09,590
925 Silver Cross Necklace,223474F,48.5,50.25,25,2021-02-02,2021-02-09,20,alexamelie,Jewelry,Tuesday,February,10055,0,2021-02-09,593
925 Silver Locket and Chain Necklace,227556F,95.75,97.5,11,2021-02-02,2021-02-09,28,Rmy,Jewelry,Tuesday,February,10069,0,2021-02-09,602
925 SilverSynthetic Gemstone Ring,223475F,22.75,24.5,9,2021-02-02,2021-02-09,7,FreeMan2015,Jewelry,Tuesday,February,10071,0,2021-02-09,594
Amazon Basics Photo Tripod Light Stand with Carry Bag,227378B,28.74,30.49,11,2021-02-02,2021-02-09,19,IanC,Technology,Tuesday,February,10069,0,2021-02-09,596
Blackweb Wired Headphones,225810B,14.75,16.5,13,2021-02-02,2021-02-09,9,CSenior,Technology,Tuesday,February,10067,0,2021-02-09,595
Ladies Joe Fresh Quartz Wrist Watch,227446F,6.75,8.5,13,2021-02-02,2021-02-09,6,jenta,Jewelry,Tuesday,February,10067,0,2021-02-09,598
Lot of (6) Assorted Non-Working Wrist Watches (For Repairs/Parts),228241F,14.75,16.5,2,2021-02-02,2021-02-09,8,pa57,Jewelry,Tuesday,February,10078,0,2021-02-09,604
Lot of Assorted DDRZ PC6400 Desktop RAM,228276B,2.75,4.5,19,2021-02-02,2021-02-09,3,alexamelie,Technology,Tuesday,February,10061,0,2021-02-09,605
Mens Gold-toneSparkling Stone Cross Necklace,223471F,40.0,41.75,28,2021-02-02,2021-02-09,18,lafftar,Jewelry,Tuesday,February,10052,0,2021-02-09,592
Mens Joe Fresh Quartz Fashion Wrist Watch,227443F,4.49,6.24,28,2021-02-02,2021-02-09,4,RAYMORAND,Jewelry,Tuesday,February,10052,0,2021-02-09,597
MonoPod Selfie StickBluetooth Remote Shutter (New),214545B,5.32,7.07,0,2021-02-02,2021-02-09,5,pa57,Technology,Tuesday,February,10080,0,2021-02-09,585
Property Bag Assorted Fashion Jewelry/Items,227552F,17.75,19.5,17,2021-02-02,2021-02-09,11,Annie3,Jewelry,Tuesday,February,10063,0,2021-02-09,599
Sony DSC-W220 Cybershot Digital Camera,223081B,15.03,16.78,5,2021-02-02,2021-02-09,10,RAYMORAND,Technology,Tuesday,February,10075,0,2021-02-09,588
(2) Assorted Power Banks,224844B,17.74,19.49,5,2021-02-03,2021-02-10,14,Manan,Technology,Wednesday,February,10075,0,2021-02-10,621
10K Yellow Gold Diamond and Sapphire Ring,206027F,601.75,603.5,13,2021-02-03,2021-02-10,68,Joesa,Jewelry,Wednesday,February,10067,0,2021-02-10,608
10K Yellow GoldDiamond Heart Pendant,219677F,101.0,102.75,28,2021-02-03,2021-02-10,22,jawadnasiri,Jewelry,Wednesday,February,10052,0,2021-02-10,616
10K Yellow/White GoldDiamond Engagement Ring ,219093F,651.75,653.5,7621,2021-02-03,2021-02-10,87,kadin991,Jewelry,Wednesday,February,2459,5,2021-02-05,615
14K White Gold and Diamond Pendant,206712F,226.75,228.5,13,2021-02-03,2021-02-10,36,Kindersurprise,Jewelry,Wednesday,February,10067,0,2021-02-10,611
14K Yellow Gold Om Design Ring ,223484F,676.75,678.5,13,2021-02-03,2021-02-10,39,feher17,Jewelry,Wednesday,February,10067,0,2021-02-10,620
14K Yellow Gold Ring: DiamondBlue Topaz ,214116F,602.75,604.5,28,2021-02-03,2021-02-10,38,fishrjim,Jewelry,Wednesday,February,10052,0,2021-02-10,614
14K Yellow GoldSmoky Quartz Pendant ,206069F,300.0,301.75,13,2021-02-03,2021-02-10,29,alexamelie,Jewelry,Wednesday,February,10067,0,2021-02-10,609
14K Yellow GoldSynthetic Pink Topaz Gemstone Pendant ,206705F,161.75,163.5,18,2021-02-03,2021-02-10,21,siolekm,Jewelry,Wednesday,February,10062,0,2021-02-10,610
14K YellowWhite Gold Diamond Solitaire Necklace,223477F,833.75,835.5,0,2021-02-03,2021-02-10,58,kadin991,Jewelry,Wednesday,February,10080,0,2021-02-10,619
15 MacBook Pro A1286: For Parts,227503B,92.0,93.75,19,2021-02-03,2021-02-10,33,roopan.navaratnam@yahoo.com,Technology,Wednesday,February,10061,0,2021-02-10,627
16GB Alcatel 9027W 8 Android Tablet,226702B,41.75,43.5,19,2021-02-03,2021-02-10,10,alexamelie,Technology,Wednesday,February,10061,0,2021-02-10,624
18K White Gold Cross Pendant: DiamondPeridot,214113F,351.75,353.5,15,2021-02-03,2021-02-10,55,Shahinfazl,Jewelry,Wednesday,February,10065,0,2021-02-10,613
2010KT Yellow Gold Curb Link Chain,219866F,161.75,163.5,3,2021-02-03,2021-02-10,27,bartls,Jewelry,Wednesday,February,10077,0,2021-02-10,618
8GB Samsung Galaxy Tab (SM-T113) E Lite 7 Tablet,226708B,51.75,53.5,18,2021-02-03,2021-02-10,12,PJM,Technology,Wednesday,February,10062,0,2021-02-10,625
8GB Samsung Galaxy Tab 4 (SM-T230NU) 7 Tablet,225150B,33.75,35.5,18,2021-02-03,2021-02-10,7,alexamelie,Technology,Wednesday,February,10062,0,2021-02-10,623
925 Silver and White Quartz Bracelet,219786F,161.75,163.5,13,2021-02-03,2021-02-10,33,ittybutt,Jewelry,Wednesday,February,10067,0,2021-02-10,617
Dasbboard 1080P Camera,228101B,51.75,53.5,18,2021-02-03,2021-02-10,18,Manan,Technology,Wednesday,February,10062,0,2021-02-10,629
Energizer e2 Rechargeable AA/AAA Compact Charger (New),228107B,21.99,23.74,3,2021-02-03,2021-02-10,14,RAYMORAND,Technology,Wednesday,February,10077,0,2021-02-10,630
Garmin Nuvi 56 5 GPS Navigator,228100B,18.75,20.5,4,2021-02-03,2021-02-10,12,2spark1,Technology,Wednesday,February,10076,0,2021-02-10,628
JBL E2 SBT Wireless Bluetooth Earbuds,228445B,37.15,38.9,3,2021-02-03,2021-02-10,19,jaws1000,Technology,Wednesday,February,10077,0,2021-02-10,632
Lot of (8) Assorted Non-Working Wrist Watches (For Repairs/Parts),228129F,6.75,8.5,17,2021-02-03,2021-02-10,5,viva3840,Jewelry,Wednesday,February,10063,0,2021-02-10,631
Panasonic TC-P50X5 50 Plasma HDTV TV,211405B,76.75,78.5,3,2021-02-03,2021-02-10,25,Clivor,Technology,Wednesday,February,10077,0,2021-02-10,612
RavPower RP-PB41 26800mAh Power Bank,224850B,23.25,25.0,6,2021-02-03,2021-02-10,14,duro007,Technology,Wednesday,February,10074,0,2021-02-10,622
Womens Joe Fresh Fashion Wrist Watch,227444F,0.99,2.74,12,2021-02-03,2021-02-10,1,MelGee73,Jewelry,Wednesday,February,10068,0,2021-02-10,626
10K White Gold Diamond Cluster Ring ,214126F,601.75,603.5,24,2021-02-04,2021-02-11,43,helennowak,Jewelry,Thursday,February,10056,0,2021-02-11,633
925 Silver Necklace w/ Genuine SapphireCZ Pendant,219755F,51.75,53.5,3,2021-02-04,2021-02-11,17,Kindersurprise,Jewelry,Thursday,February,10077,0,2021-02-11,634
925 Silver Ring: SapphireCubic Zirconia,219761F,161.75,163.5,24,2021-02-04,2021-02-11,54,Willow56,Jewelry,Thursday,February,10056,0,2021-02-11,635
925 Silver and Smoky Quartz Bracelet ,223967F,226.75,228.5,5,2021-02-04,2021-02-11,41,MissyD,Jewelry,Thursday,February,10075,0,2021-02-11,636
BelkinSabrent Power Banks,224840B,4.0,5.75,28,2021-02-04,2021-02-11,3,don.phoenix,Technology,Thursday,February,10052,0,2021-02-11,637
Ladies Joe Fresh Quartz Wrist Watch,227445F,4.84,6.59,23,2021-02-04,2021-02-11,5,aktupim,Jewelry,Thursday,February,10057,0,2021-02-11,638
Lot of (6) Assorted Non-Working Wrist Watches (For Repairs/Parts),228128F,6.74,8.49,0,2021-02-04,2021-02-11,7,viva3840,Jewelry,Thursday,February,10080,0,2021-02-11,639
10K Yellow GoldAmethyst Gemstone Pendant ,206707F,210.75,212.5,50,2021-02-05,2021-02-12,36,ChristianGM,Jewelry,Friday,February,10030,0,2021-02-12,641
